"","GID","BRNHT1","CGMS1","DM","HI","logFYLD","logRTNO","logTOPYLD","MCMDS","GeneticGroup"
"80","CPDCR9AP15:250399785",-0.792251646266803,-0.0168159240392786,1.47068010151605,-0.0116649524120572,-0.0542579935029768,-0.0215129667456883,-0.0322130608250022,-0.0632745678259661,"TrainingPop"
"81","CPDCR9AP3:250367995",-0.355971369885421,-0.0381425106701827,0.50428186711662,-0.0130358225471131,-0.0600585192453295,-0.0339843276405067,-0.00764977346083228,-0.0482116432403158,"TrainingPop"
"82","CPDCR9AP5:250368032",-2.14927143462553,-0.04199894705234,1.08792053403549,-0.0120318539100266,-0.0668707716853987,-0.0345983011243329,-0.0269559106378949,0.0274230053876356,"TrainingPop"
"83","CR100215:250399745",-1.84616602989046,-0.0568837653247348,1.43329886693674,0.0239544742814009,0.0296952994343371,0.103015313647497,-0.0774667859818449,-0.107598196765703,"TrainingPop"
"84","CR100P15:250368047",2.20779524551372,-0.0304207761248259,1.17690294302521,0.0110845935980978,-0.0287477895786545,-0.0211071888171869,-0.0736076056906838,0.0427248224681921,"TrainingPop"
"85","CR100P8:250399721",2.14567074338716,-0.0353725517490117,1.04927558120409,0.00730144916398941,-0.0370081654700621,-0.0290103951688041,-0.071490149149484,0.0523311783047943,"TrainingPop"
"86","CR1245:250399873",-1.13205768494603,-0.063029436824916,-0.415281678866651,-0.0226048423113148,-0.0100528700867992,-0.0217553935278919,0.0958968273367772,-0.0239564777148475,"TrainingPop"
"87","CR14B218:250107870",1.06248785848004,0.0548690697233173,-0.294153402182272,-0.00382662122662484,-0.0528389764785841,-0.0789866661708042,-0.0784593352007889,0.170211453765599,"TrainingPop"
"88","CR14B67:250134543",1.05386802442222,-0.0466499920148806,0.566027818216569,-0.0424713916912771,-0.124653061947638,-0.0148040109991101,0.0200737966612489,-0.0392916366372918,"TrainingPop"
"89","CR15B3:250107844",1.16217879890668,-0.0590359195760246,0.197414113489235,-0.00688143457730504,-0.0652109579408044,0.0293357528945773,-0.0509681054670529,-0.140864846599823,"TrainingPop"
"90","CR15B4:250107795",1.93605772061364,0.0483479810549382,0.572854247971222,-0.00755146926234008,0.00376819409246464,0.00451945246623262,0.0279349420246614,-0.0167407696711909,"TrainingPop"
"91","CR15B62:250107793",1.185700531725,-0.041090130850858,0.270657214550991,-0.0386176380953079,-0.0891839934073369,-0.00922508367862046,0.0197821423009995,0.00108069983829517,"TrainingPop"
"92","CR15B7:250107830",1.00413366461845,-0.0469375690079011,0.6264628083001,-0.0412410900149136,-0.126372437405625,-0.0205973150098006,0.0214109908554745,-0.0465171664481942,"TrainingPop"
"93","CR20A2:250107867",-0.171337042285084,-0.0328719827975272,-0.548018151079688,-0.0155480152875995,-0.0132570661205783,-0.0278697455915083,0.0527346819574452,0.0299586554214675,"TrainingPop"
"94","CR247:250134593",0.771467881134507,-0.05208282555238,0.364744267510883,-0.00248091114170876,-0.0473099712078747,0.00578423078062305,-0.0220314535474902,-0.0755204897141439,"TrainingPop"
"95","CR249:250134541",1.24445705115778,0.0810295065983012,0.228307159316306,0.0212960754030552,0.0507033525123375,0.0675649532805086,-0.0341436434360776,0.0686838740167289,"TrainingPop"
"96","CR346:250134490",0.988119628058722,0.0246507407125007,2.23001744963161,-0.00325911997927241,-0.0582218124526961,-0.000473282485462539,-0.049010000480103,-0.0230443687797388,"TrainingPop"
"97","CR3510:250134475",0.929993964208062,0.0210445874676896,2.33162765244781,-0.0037630286925013,-0.0551215730226668,0.000345410836082242,-0.0467996886643481,-0.0231682208658337,"TrainingPop"
"98","CR3514:250134465",-0.138137128571177,0.0285081283050618,0.385652108661955,0.00187859584803425,-0.0319768436658833,-0.002880710062704,-0.045882528880683,0.00536569353433471,"TrainingPop"
"99","CR355:250367966",2.20093730737834,-0.0310803891628955,1.10194534254981,0.00769490246195929,-0.0361465040863785,-0.0290874209817907,-0.0729189665405633,0.0521055256119907,"TrainingPop"
"100","CR362:250134532",0.517132380635706,-0.0639061442817062,1.09857639347935,-0.00408074241237226,-0.0478569031347828,-0.022677697813151,-0.0226440273973554,-0.0992176762594295,"TrainingPop"
"101","CR3913:250134456",1.73705380274979,0.0550798400973402,0.522993973028158,-0.00833255944846475,0.00486295770309872,0.00331028315519798,0.0310050242735192,-0.0152665248622948,"TrainingPop"
"102","CR3991:250399741",1.86375169641303,0.0525475478478457,0.539987311980822,-0.00626122625018361,0.00828673317628883,0.00784998443573729,0.0299969823877759,-0.0218652721860464,"TrainingPop"
"103","CR417:250134535",1.39421445723632,-0.0858350665860217,0.441065887925011,-0.0080079548064604,-0.0330210270481607,-0.0119463438110571,0.0376905959322977,-0.0783797295231172,"TrainingPop"
"104","CR424:250134508",-0.290406948475436,0.00679248110058749,1.80273629582335,-0.00986411023361037,-0.0580441172381409,-0.0542923612068592,-0.0243927852032297,-0.0653216658208277,"TrainingPop"
"105","CR446:250134467",1.473523890682,-0.0614711647025213,0.774111047768774,-0.00536486603413945,-0.080586748905811,-0.0413769239456133,-0.0581890333792306,0.0399276972357319,"TrainingPop"
"106","CR4510:250134460",1.72396895113924,-0.0597026610493851,0.447624973251311,-0.0121048911684939,-0.0241827093978588,-0.036622362419411,0.0089288826221491,-0.0347857875600588,"TrainingPop"
"107","CR492:250134476",2.42753444832574,-0.080333153696582,1.51730195357817,0.00493634937337955,-0.0128500840354008,0.00184871004667427,-0.032417731454788,-0.0929662291048985,"TrainingPop"
"108","CR52A2:250134482",1.42047398560586,-0.0289942202195337,0.891681116734418,0.0157848425119941,-0.0510638910683339,-0.039662328244135,-0.059110336546161,-0.0492575347617223,"TrainingPop"
"109","CR52A26:250134519",2.76141356410484,-0.0352963910540028,1.13577003516857,-0.0117590104936187,-0.0275486151771792,-0.0257459481732663,0.0446658749827247,-0.0537172622438348,"TrainingPop"
"110","CR52A31:250134530",1.91579287414987,-0.0581827380448975,0.744251071987404,-0.00586962445484475,-0.0245572468701204,-0.0282737103603423,0.00478542812386188,-0.0393689033620498,"TrainingPop"
"111","CR52A37:250134452",1.27110579611545,-0.023810002011223,0.32823941113816,0.0090484655229896,-0.0588436018039356,0.0140551828240243,-0.0366005661462243,-0.0136636209216047,"TrainingPop"
"112","CR52A4:250134509",0.7525128089923,-0.0508594056222749,0.357578321122551,-0.000409169870845147,-0.0462256630929217,0.00554479027465819,-0.0245994460349672,-0.0712322974617365,"TrainingPop"
"113","CR52A6:250134466",1.15647883961299,-0.0705066217096261,1.33754784963554,-8.30516544068617e-05,-0.0368344998834288,-0.0480567198215801,0.000722551473041453,-0.0170527253263868,"TrainingPop"
"114","CR52A9:250399763",3.11637793245592,-0.0250155878257195,1.2786883384525,0.0172838565654132,-0.0106558912655406,0.00241120577254817,-0.0270706592463681,-0.0994534337553643,"TrainingPop"
"115","CR533:250134489",-1.27619606322132,-0.0290309359558001,0.521200153691529,-0.0171064221102017,-0.0437671692585953,-0.0606095632544229,0.0159643458329518,0.0173547094743853,"TrainingPop"
"116","CR594:250134544",-0.731315054766046,-0.0213357847047336,-0.262082318759639,-0.0127924949808578,-0.0495423097840414,-0.0102430918709753,-0.00783038288574806,0.0327457693004324,"TrainingPop"
"117","CR60B10:250134512",0.508099482095844,-0.00520727511207027,0.425080550674666,0.00233925701865201,-0.0388454845490302,-0.0178323560980943,-0.035274979140596,0.0401750938969725,"TrainingPop"
"118","CR8A22:250134516",0.815877596252052,0.0178769941108035,2.35858388861174,-0.00355427717752318,-0.0542987904225351,0.000717510110418167,-0.0456567706327957,-0.0299836755393383,"TrainingPop"
"119","CW45036:250107868",3.00952572740402,-0.0631508596428564,0.567276155775864,-0.00260135756524947,-0.0217942749159041,-0.0258968348124036,0.0144074496288208,0.00502198567403906,"TrainingPop"
"120","CW45046:250107796",1.12536772243153,0.00181777097356872,1.44815107603122,-0.00785695247190017,-0.0505794699262213,0.0074228251074624,-0.0218756707770622,-0.0257431287459483,"TrainingPop"
"121","CW45072:250107871",-1.43114314954454,0.0293869695024515,-0.772942950654497,0.000204884412528327,0.0192179653332486,8.4968773181646e-07,0.0237706144380933,0.0434221518451428,"TrainingPop"
"122","CW45133:250107872",-0.80682659030693,-0.0387067579100671,-0.0395859118058354,-0.0212021270817706,-0.00217989653851082,-0.0204830438011857,0.0858275989732394,0.015958423056651,"TrainingPop"
"123","CW45180:250107866",-0.763532405867286,-0.0527796687862886,0.173837437443431,0.0104168404442901,0.068464722135295,0.0350870603504716,0.037685505748905,-0.0155474067108564,"TrainingPop"
"124","CW45617:250107782",0.412897680562482,-0.0162740978330747,0.89228381437132,0.0176774318133448,-0.0293403757523191,0.000445490003096314,-0.0750808340117542,-0.0110287134849795,"TrainingPop"
"125","CW48216:250107874",1.48122175864771,-0.0641698709602133,0.6416317464373,-0.00655664195211257,-0.0825232500402588,-0.0414420277171461,-0.0585118920641135,0.028643025253459,"TrainingPop"
"126","CW4823:250107826",0.0716040656193575,-0.0610282889662733,-0.508843401276621,-0.00793616778350293,-0.033816554654433,-0.0327213491099276,-0.00382896180791137,0.0118714543780698,"TrainingPop"
"127","CW48515:250134504",1.04111204929722,-0.0518218229954835,0.557074978275014,-0.0416571654583374,-0.122161125700153,-0.0145880179535531,0.0191796769244561,-0.0415389219527493,"TrainingPop"
"128","CW495P1:250399780",-0.275871968305312,-0.0911661317100082,-0.569104209083367,-0.00838803071368549,-0.0247451380132761,-0.0153194918820837,0.00895000899241413,-0.0572188100730418,"TrainingPop"
"129","CW5251:250134472",0.1472994150456,0.0244110960342855,-0.437289918968161,0.00477926605451031,0.0578823607279659,0.0649285522671705,0.0277040105762946,0.193687925842517,"TrainingPop"
"130","CW536P11:250368027",-1.51059435898769,-0.0836446658725137,-0.0107270651780703,-0.0063841806037692,-0.0398507650838631,-0.0130759415460637,-0.00811252813106061,-0.068351702745249,"TrainingPop"
"131","DOKUNBAHKYE:250304546",0.794471836183298,0.0192411065259574,1.84739689664643,-0.00192192416293277,-0.0112158685081339,0.0143471343438986,-0.0169001781826706,-0.0886600991121667,"TrainingPop"
"132","ESAMBAHKYE:250304547",0.818814632340051,9.70748091037334e-05,1.48909792643679,0.00991404215797686,0.0335473270045953,0.0293508536786974,0.00993316863829543,-0.0701588412930965,"TrainingPop"
"133","EWANATEREKA:250304611",-0.136601321520584,0.0475423951248777,-0.499900454131762,0.017639475132378,0.0706265834514821,0.106256822520576,-0.0008675423643821,0.0914189587927161,"TrainingPop"
"134","F100C1bP001:CA7RRANXX:3:499789",1.1038073032473,-0.0591575853266263,0.758560093069198,0.0343893513111729,0.0413909131426398,0.0939043052672465,-0.0672017358760475,0.0602007754301137,"C1b"
"135","F100C1bP002:CA7RRANXX:3:499790",1.6221869537719,-0.0528503444682315,0.31190722521668,0.0126282175947567,0.0168955872931127,0.0478813547053775,-0.0191802703834455,0.0588245110363154,"C1b"
"136","F100P002:250589922",0.266495864403005,-0.0250976947696826,0.784169709536834,0.00918251296220133,-0.0120677327620056,-0.00101664359946072,-0.0352688922524067,-0.0733177112351952,"C1a"
"137","F100P003:250589930",0.26548062638313,0.0135453374131662,0.635028108232374,0.00997586216380738,0.01805505363483,0.0227984052977044,-0.0280543344645165,0.0457524114751598,"C1a"
"138","F100P004:250589938",0.742973544626533,-0.00206849563673015,0.475168113451537,-0.00426347774233009,-0.0374814801917238,-0.0265396224085028,-0.0573852057353235,-0.0333129498100641,"C1a"
"139","F100P005:250589946",1.38150181376966,-0.00565484874181484,0.636353585582662,0.02538842832571,-0.00873717978305014,-0.00723765054465174,-0.08424600032829,-0.0127532183237527,"C1a"
"140","F100P006:250589954",-0.437279988121477,-0.00267818947054836,0.345514855882495,-0.00384743399120575,-0.0182206515606556,-0.0286532978036955,-0.019582310313814,0.024821917398443,"C1a"
"141","F104C1bP001:CA7RRANXX:3:499798",2.03085143216641,-0.00713886944674372,0.0451647788429152,0.00503481422075641,0.0165831538565433,-0.0156972220289081,-0.00922016419948486,0.00913891931961962,"C1b"
"142","F104P001:250590059",0.996878629620337,0.0273449105495371,-0.89238679922641,-0.0174226115662309,-0.0330185519531351,-0.0514150830696562,0.0303962981922306,-0.00153964909342587,"C1a"
"143","F104P002:250590067",0.593505019074035,-0.00552516459213317,0.121704393109936,-0.000661808055887429,0.00736557965054433,-0.0111412437445839,0.0236714254105763,-0.0197085778048551,"C1a"
"144","F105C1bP001:CA7RRANXX:3:499803",-0.437659650486651,0.0446948004465499,-0.215132519033326,0.0136343840122581,0.0690713403230106,0.0538971368652857,0.0104060951398702,-0.0770501439266339,"C1b"
