"Dataset","Group","GID","CGMS1","CGMS2","MCMDS","DM","PLTHT","BRNHT1","HI","logFYLD","logTOPYLD","logRTNO"
"IITAaugmented","nrTP","CR3514:250134465",0.12237426345811,0.0710838144154205,-0.137253005581708,-0.0326994593083292,-5.22822638164438,-1.59119097498931,-0.0130807333780272,-0.0871019322276507,-0.045675680092776,0.0444888440219086
"IITAaugmented","nrTP","CR355:250367966",-0.0979840423748609,-0.0610317140586896,0.138438520668623,3.45365317267734,-1.58672951221695,6.81474066363621,0.0163460110856258,-0.195616819773961,-0.196532167994811,-0.123748321281775
"IITAaugmented","nrTP","CR362:250134532",-0.17376359456273,-0.0693548812182987,-0.177320133212419,2.34216253716076,-16.2123753355644,4.89496924531143,-0.013484873987169,-0.18012345947913,-0.145695520728237,-0.167347381406796
"IITAaugmented","nrTP","CR3913:250134456",-0.0545293386470926,0.0142960069833662,-0.0237757885397118,1.62644878552199,-3.83434819117972,6.31982744594911,-0.0118436200024601,0.0573913243894768,0.0659024576844294,0.128346733489093
"IITAaugmented","nrTP","CR417:250134535",-0.331236956453105,-0.0686804801319793,-0.161372134784744,1.67109764790027,-3.76277824166956,7.13988429662567,-0.0183580519694709,-0.0330531234879784,0.0427430355921067,0.00593506069249644
"IITAaugmented","nrTP","CR424:250134508",0.0779878353491338,-0.0305509027175299,-0.141400204232647,2.94634533885287,-1.65994677118797,0.687533495921974,-0.0150302069022651,-0.169681420896767,-0.0767211706161171,-0.195701330453696
"IITAaugmented","nrTP","CR446:250134467",-0.180016035114732,-0.0504240249063804,0.176300498418331,1.4377295779476,-4.40679210117346,9.92319080257513,0.0090256192213141,-0.253429823048759,-0.220656570256629,-0.149609348002976
"IITAaugmented","nrTP","CR4510:250134460",-0.411676221575096,-0.117800629861997,-0.0442166306626736,1.08054792993215,4.04536749426237,3.26871876554768,-0.0211436954859766,-0.0669693816651489,-0.018197805838142,-0.0888269139555626
"IITAaugmented","nrTP","CR492:250134476",-0.229225478144039,-0.0311629429187061,-0.230119919897897,2.28252274188258,4.86884924526642,2.03100942511394,0.0120114825549521,-0.0134186509431936,-0.0985062143668071,0.0597649532844571
"IITAaugmented","nrTP","CR52A2:250134482",-0.198284967428243,0.0245921091007942,-0.0589178156422475,0.846877976157082,-7.10430338582454,4.35835900033863,0.0316660581681356,-0.10192531890513,-0.131238315413863,-0.0171033986039724
"IITAaugmented","nrTP","CR52A26:250134519",-0.314055477704153,-0.0367472546581635,-0.0804474148841746,3.05605592473601,-0.737337026190549,12.673214646248,-0.0314079983634257,0.0475946929576475,0.148855518871222,0.000484111053554217
"IITAaugmented","nrTP","CR52A31:250134530",-0.192417395430188,-0.0194922483256836,-0.122034697023093,1.15566527805041,1.2281144140664,7.77718376616686,-0.0254545517185233,-0.00602947603038792,0.059097523923741,-0.0399235585113736
"IITAaugmented","nrTP","CR52A37:250134452",-0.085047084199791,0.010548974920673,0.0711338237664671,-0.219801192855412,-3.22027334196964,8.74774072653181,0.0151056393973954,-0.145441249032702,-0.141931921845348,-0.000987087130528962
"IITAaugmented","nrTP","CR52A4:250134509",-0.174583385374014,-0.155354630347809,-0.0321350482523311,-0.00205104223764536,0.594257635095123,2.64246270392674,-0.0192480641150965,-0.167242441696327,-0.10300283586567,-0.10987727270173
"IITAaugmented","nrTP","CR52A6:250134466",-0.368026134728855,-0.0341441130367455,-0.0497594736691962,3.24136069662881,-6.40075363333157,4.06175417576862,-0.016368952335122,-0.0770939515359435,-0.035135633549376,-0.0723169634074069
"IITAaugmented","nrTP","CR52A9:250399763",-0.112326283594707,0.0602234664258712,-0.214557211493284,3.03020838858254,-5.45158196758705,9.35207317221541,0.0305987310246329,0.0831635301139771,0.00470645418326964,0.0926570722065196
"IITAaugmented","nrTP","CR533:250134489",-0.0470647621515296,-0.0543261478142941,-0.0785829438670717,1.71488439837765,-1.03649504147329,-2.68586275029695,-0.0331005321616893,-0.100809606301096,0.0238596368667733,-0.124539218530501
"IITAaugmented","nrTP","CR594:250134544",-0.0604671164879922,-0.0273824309626221,-0.0285819917990821,-0.710872055290821,2.04057381491943,-2.06501481697211,-0.0271095649577824,-0.141994328887579,-0.0482408894624635,-0.0319301934078799
"IITAaugmented","nrTP","CR60B10:250134512",0.0735476406573221,-0.0129243046196001,0.0773017742087708,0.800486085752427,6.97018071390615,1.1112798534691,0.0166819101791309,-0.049437879259045,-0.126490955348506,-0.0604202557097987
"IITAaugmented","nrTP","CR8A22:250134516",0.173961168028769,-0.00386023660239507,-0.0525618484883069,2.30658408800292,1.890117022828,8.6629296674609,-0.0186201065028173,-0.204804504625521,-0.131528361833888,-0.0622498055140098
"IITAaugmented","nrTP","CW45036:250107868",-0.327949905915852,-0.100193873841819,-0.00529703783867642,1.3860999027542,3.01888268699664,14.0486484607517,-0.00284031610919472,-0.0875014317044721,-0.0393225833478262,-0.18737426992267
"IITAaugmented","nrTP","CW45046:250107796",-0.0298855967968168,-0.0606751928670414,-0.105712187995693,3.06756926473682,-3.73242414827,5.06164775047836,-0.0108562615119411,-0.127190581997395,-0.0829300350432067,-0.0377710273798385
"IITAaugmented","nrTP","CW45072:250107871",-0.030180748181582,-0.0130203951582603,0.247166230249293,-1.09144100484483,-6.14519773801131,-2.42145572722142,0.00276892116331089,-0.0236725620163518,-0.0192881082509914,-0.0804729140565549
"IITAaugmented","nrTP","CW45133:250107872",-0.0837774189418416,0.0195085865467334,-0.0404262086062511,-0.428215106879542,2.48860921712461,-0.218846409696057,-0.041782202727481,-0.00123635593020675,0.172157576446647,-0.0177124932658488
"IITAaugmented","nrTP","CW45180:250107866",-0.202927960200803,-0.0744584442463887,-0.100594584875427,0.243762324433545,4.36065812619867,-4.99553684661642,0.0236577435851021,0.164820049760573,0.0751340599397291,0.0640935718029074
"IITAaugmented","nrTP","CW45617:250107782",-0.101542959524207,0.00579755641546778,-0.12247861840728,1.28509563669543,-2.17960022866055,-0.71733037658834,0.0328034056594607,-0.0938759237937318,-0.157798512913972,-0.0422299476814535
"IITAaugmented","nrTP","CW48216:250107874",-0.190902678127262,-0.0445720600250575,0.134560206892677,1.14093696586939,-3.26294771924433,10.1853908050774,0.0113172565899081,-0.247375368044746,-0.211863762133403,-0.127430851466929
"IITAaugmented","nrTP","CW4823:250107826",-0.133064460732255,-0.0267194243314885,-0.102475631159693,-1.21867725560279,-1.59030384199397,-0.603011655220327,-0.00941901619830303,-0.14030459429282,-0.0875108629176528,-0.156312649668049
"IITAaugmented","nrTP","CW48515:250134504",-0.330867731948186,-0.107498385612463,-0.0473682438508323,1.94913944943659,-2.18068526958143,5.59229402313051,-0.0919673149165325,-0.349544840600506,-0.0173751132896252,-0.0567537550360106
"IITAaugmented","nrTP","CW495P1:250399780",-0.174531798497522,-0.0489792401078464,-0.235457815343025,-1.53790885989965,-4.36090763140049,-1.91631410313388,-0.0113094068971247,-0.132396161886049,-0.0729381775624769,-0.127851777285036
"IITAaugmented","nrTP","CW5251:250134472",0.0757953485264049,0.0312625797361517,0.40879498034772,-1.38183635396104,-4.67846086638726,-0.543526589079857,0.0372278804030391,0.132671406293651,0.0255442196437864,0.146887959763533
"IITAaugmented","nrTP","CW536P11:250368027",-0.195157961667993,-0.0666182406796656,-0.0972373566013795,-0.215772122543728,-6.69704961997381,-3.17633645842477,-0.0135903972215727,-0.151739788505413,-0.107696158587559,-0.115871736773587
"IITAaugmented","nrTP","DOKUNBAHKYE:250304546",-0.0108230613291473,-0.0155040880485667,-0.336777155630456,4.59109871890722,4.49642100039504,3.42014589521099,0.000145158619808667,0.0848143150663909,-0.00355467913223449,0.0809450326709041
"IITAaugmented","nrTP","ESAMBAHKYE:250304547",-0.111857091907576,-0.058180295396925,-0.222290034530869,3.50184393291658,-2.61341480406635,-0.333259272921076,0.0233245979570296,0.128908708745493,0.0201485775074853,0.0615359535359656
"IITAaugmented","nrTP","EWANATEREKA:250304611",0.0811713508192086,0.0288523082836755,0.296413600400832,-0.952174886454747,-7.69311260074385,-0.321343142347668,0.0468018064445722,0.230285550372084,0.00683181338416881,0.315685071569207
"IITAaugmented","nrTP","GCO047:250368034",-0.239512448261753,-0.0690955179837424,-0.234376326602621,1.03670650765306,-1.17083605446644,7.6238566435532,-0.0124800093800143,-0.0481291935597853,-0.0071240073796183,0.0722911516588846
"IITAaugmented","nrTP","GCO047P1:250367960",-0.128682047906134,-0.0626353115079412,-0.20900580157058,-2.11404808209971,4.99623268680298,-0.65548345199287,0.0265105015780393,0.106228236392071,0.0421089825873242,0.201610717753342
"IITAaugmented","nrTP","GCO0486:250399771",0.0762470332617776,-0.0398756530793918,0.340443844515187,-2.52054016092424,0.044166205173798,0.673888431058944,-0.00863475040244248,-0.127143092658695,-0.110530035150406,-0.176724303365125
